States
Te
Ri
R
Te
Ri
R
Te
R
C
R
Te
Ri
Te
Ri
Te
Ri
Rr
Te
R
C
R
C
Te
Ri
C
De
C
H
H
H
R
H
H
R
R
R
R
CpuM
RiM
TeM
Te
R
Te
Ri
Dc
CpuM
RiM
TeM
Te
Ri
Dc
R
C
H
Te
Ri
Dc
CpuM
RiM
TeM
R
R
C
R
De
H
Dc
R
R
R
R
Dc
Te
Dc
R
R
Rr
H
H
H
De
H
H
H
H
H
H
R
H
M3i
H
H
H
C
R
R
M3i
H
H
H
H
R
R
R
R
M3i
H
H
H
H
R
H
M3i
De
H
H
H
H
H
H
H
H
H
H
H
H
H
M3f
H
H
H
H
H
H
H
H
H
H
H
H
H
H
M3f
H
De
R
R
R
Te
R
H
Te
R
Te
R
R
R
H
R
R
R
R
H
R
R
R
R
R
H
H
H
H
H
R
R
R
R
C
M3i
H
De
H
H
H
H
R
R
H
H
C
R
H
H
H
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
De
M3f
H
H
H
H
H
H
H
H
H
H
H
H
H
H
M3f
M3f
M3i
H
H
H
H
H
H
H
H
H
H
H
H
H
H
M3f
M3i
De
Rr
R
C
C
H
H
H
H
H
Rr
R
C
R
C
R
R
R
H
H
H
H
H
R
R
H
Rr
De
Te
R
Di
Di
Di
H
H
Te
R
H
R
CpuM
RiM
TeM
R
R
R
CpuM
RiM
TeM
CpuM
RiM
TeM
R
R
CpuM
RiM
TeM
Te
R
H
R
R
R
R
R
CpuM
RiM
TeM
Im
Cp
Im
Cp
De
R
R
R
R
Te
R
CpuM
RiM
TeM
CpuM
RiM
TeM
Im
Cp
R
R
R
R
R
R
R
R
R
R
R
H
R
CpuM
RiM
TeM
H
R
R
De
H
H
H
H
H
H
H
H
M3f
H
H
H
H
H
M3f
H
H
H
H
H
H
H
R
H
M3f
H
H
H
H
H
H
M3f
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
R
R
R
H
H
H
H
H
H
H
H
H
R
R
M3i
De
R
R
R
R
H
CpuM
RiM
TeM
CpuM
RiM
TeM
P
CpuM
RiM
TeM
R
R
R
R
R
H
H
H
H
Te
R
H
H
H
R
R
R
R
R
De
H
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
C
H
H
H
H
De
Ed
Ed
R
R
R
R
H
R
C
R
C
R
R
R
R
R
R
De
Ed
R
Te
R
C
R
R
R
R
R
R
CpuM
RiM
TeM
H
Di
H
C
H
R
C
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
R
R
R
Te
R
R
R
C
R
H
Rr
De
H
R
R
H
H
R
R
R
R
H
H
R
H
Te
R
R
H
H
H
H
H
H
H
H
H
R
R
Te
R
R
R
R
De
R
H
R
H
R
R
R
Di
H
H
Di
H
R
Te
R
Dc
De
Ed
H
H
H
R
R
R
R
H
H
R
Te
R
Te
R
H
H
H
H
H
H
H
R
Te
R
H
R
R
R
De
H
H
C
C
H
H
H
H
H
H
H
H
H
H
H
C
Rr
C
H
H
H
Di
H
H
H
H
C
C
Dc
De
Ed
R
H
H
H
H
H
H
H
M3f
M3i
H
H
H
H
H
H
H
M3f
H
H
H
H
H
H
H
H
H
H
H
H
M3i
H
De
R
Te
R
R
Te
R
Ri
Te
R
Di
Di
Di
Di
Di
De
Rr
Te
Ed
R
R
C
H
H
H
Te
Dc
Me
H
R
C
Im
Cp
H
H
H
H
H
H
H
R
R
R
R
R
R
C
H
H
H
H
H
H
H
H
H
R
R
R
De
R
H
H
H
H
H
H
C
R
C
R
R
R
CpuM
RiM
TeM
Te
R
R
R
R
CpuM
RiM
TeM
R
Te
R
H
R
De
R
CpuM
RiM
TeM
CpuM
RiM
TeM
CpuM
RiM
TeM
R
R
R
C
C
H
H
C
H
R
R
Te
R
R
Te
R
Te
R
C
Dc
R
De
H
H
H
H
H
H
R
R
CpuM
RiM
TeM
R
H
CpuM
RiM
TeM
R
R
H
H
H
H
R
R
R
R
H
H
CpuM
RiM
TeM
CpuM
RiM
TeM
R
R
R
De
H
H
H
R
R
Te
R
R
H
R
R
R
R
R
H
H
H
H
H
R
H
Rr
H
H
H
H
R
R
R
R
De
H
H
H
H
H
H
H
H
H
H
M3f
H
M3f
H
H
H
H
H
H
CpuM
RiM
TeM
H
H
H
H
H
H
H
H
H
H
M3f
M3f
De
CpuM
RiM
TeM
R
C
R
Te
R
Te
R
R
Te
R
R
H
H
H
H
H
H
R
CpuM
RiM
TeM
De
C
H
H
H
H
H
H
R
R
R
R
Te
R
Te
R
R
R
R
C
H
R
R
R
C
H
R
R
CpuM
RiM
TeM
Te
R
C
De
R
R
R
R
R
R
C
R
R
R
R
CpuM
RiM
TeM
R
R
R
Di
H
H
Di
Di
R
H
R
R
R
De
H
R
R
R
R
H
R
Te
R
Ri
R
Rr
H
H
H
H
H
H
H
R
P
R
Ri
R
Te
R
H
R
C
R
Ri
R
R
R
De
R
H
H
H
R
Te
R
R
R
H
H
H
R
R
R
R
H
H
H
H
R
R
R
R
H
H
H
H
H
R
R
H
De
C
H
H
H
H
H
H
H
H
R
H
H
H
CpuM
RiM
TeM
R
H
CpuM
RiM
TeM
CpuM
RiM
TeM
R
H
R
R
R
H
R
R
R
H
P
De
H
R
C
R
C
R
R
H
Te
R
R
R
R
R
H
H
H
H
H
H
R
R
R
H
H
Te
R
R
R
De
H
Te
R
R
R
Te
Ri
Dc
R
M3i
H
R
C
R
R
R
H
H
H
H
H
H
R
R
R
H
R
R
De
H
H
H
H
H
H
R
R
H
H
H
R
Te
R
R
H
H
H
H
H
H
R
Te
R
C
R
R
R
H
Te
R
R
R
R
H
De
H
H
H
H
H
H
H
H
H
H
Te
R
R
M3f
H
H
R
R
H
H
H
H
H
H
H
H
H
H
R
H
H
R
M3f
H
De
H
H
H
H
H
R
C
R
Me
R
R
C
R
R
CpuM
TeM
R
CpuM
RiM
TeM
P
R
R
R
C
Te
R
Te
R
R
H
H
H
H
H
H
R
R
R
Te
R
Ri
Te
R
Te
R
R
De
H
H
H
H
H
H
H
R
R
H
H
H
H
H
R
R
H
H
H
H
R
R
H
H
R
Te
C
Dc
R
De
R
C
R
H
R
R
R
H
M3f
M3f
R
R
R
H
H
H
H
H
H
H
R
Te
R
R
M3f
H
H
Te
Ri
Dc
R
R
M3f
De
H
H
C
R
R
H
H
H
H
H
R
R
R
H
R
R
Te
R
R
R
R
R
R
R
R
R
De
H
H
H
H
H
R
Te
Dc
H
Te
R
R
R
R
R
R
R
R
R
R
R
R
R
R
H
R
R
R
R
R
R
H
De
H
H
R
R
H
H
Te
R
H
H
H
H
H
H
H
H
H
H
Te
R
Dc
Te
Ri
R
H
R
H
H
H
R
H
H
De
Te
R
H
H
H
R
R
Te
R
Te
R
R
R
Im
Cp
R
Te
R
Te
R
H
R
R
R
R
H
H
CpuM
RiM
TeM
R
R
R
R
R
CpuM
RiM
TeM
De
H
R
R
P
R
H
H
R
H
Te
R
R
Te
R
Dc
Te
Dc
R
H
H
H
H
R
R
R
R
H
H
H
H
R
H
De
Rr
R
R
Te
R
R
H
Di
H
H
H
Te
R
Dc
R
De
H
R
H
R
Te
Ri
Dc
C
R
R
C
H
Te
R
R
R
R
H
H
H
H
R
R
H
H
H
H
C
H
R
R
De
R
Te
R
Te
Dc
H
H
R
R
R
R
R
R
Te
Ri
Te
R
C
H
H
H
H
R
Te
Dc
R
C
De
H
H
H
H
H
C
C
H
H
R
R
R
P
R
H
Te
Dc
R
R
R
R
H
H
R
R
De
Te
Dc
H
R
C
H
C
R
H
R
R
R
H
H
H
H
H
H
R
R
R
R
R
De
R
R
R
C
R
R
R
R
H
H
H
H
H
H
R
R
R
C
R
Te
Dc
R
CpuM
RiM
TeM
R
R
C
De
R
H
H
R
Te
R
Te
R
Te
R
H
H
H
H
H
R
H
Te
R
Te
R
R
R
H
R
R
Te
R
R
H
R
C
R
C
R
De
Ed
Ed
Ed
Ed
Ed
Ed
H
R
R
H
H
H
H
H
H
H
R
H
R
R
H
H
H
H
H
H
H
H
R
R
H
H
H
H
R
R
H
De
Ed
R
R
R
R
C
R
R
H
C
H
H
H
H
H
R
De
H
H
H
H
H
H
R
H
R
H
R
H
R
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
De
H
H
H
R
R
R
R
H
H
H
H
H
H
R
R
M3i
H
H
H
H
H
H
R
R
Te
R
R
M3i
Te
R
R
R
De
Te
R
R
H
Te
R
Te
R
R
C
R
R
R
H
R
R
R
R
H
H
H
H
H
H
R
R
R
H
H
H
H
R
R
R
H
De
H
H
H
H
H
H
H
R
H
M3i
H
H
H
R
H
M3i
M3i
H
H
H
H
H
H
H
H
H
H
H
H
H
R
H
M3i
H
De
R
C
R
R
R
C
R
C
R
C
R
C
R
CpuM
RiM
Te
Dc
R
R
R
H
H
Di
Di
H
H
R
Te
Dc
Te
Dc
De
H
H
H
C
C
H
R
R
R
C
R
H
H
R
R
C
H
H
H
H
H
R
R
R
R
H
R
C
R
R
R
De
Ed
Ed
Ed
M3i
H
R
H
H
H
H
H
H
H
H
H
H
H
H
M3i
M3f
M3i
H
R
H
H
H
H
H
H
H
H
H
H
R
I
M3f
M3i
De
Ed
H
H
H
H
H
R
R
H
R
H
H
R
R
R
H
R
R
R
C
H
H
Te
R
Te
R
H
H
Te
R
R
C
R
H
De
R
R
R
R
R
C
R
R
R
R
R
H
R
R
R
R
H
H
Di
Di
Di
R
R
Di
R
R
R
R
R
R
De
R
H
R
R
R
R
R
R
H
R
R
R
H
H
H
R
R
R
H
H
H
R
R
R
De
H
H
H
H
H
H
C
Dc
H
M3i
H
H
H
H
C
H
M3i
H
H
H
H
H
H
H
H
H
M3i
H
H
H
H
Rr
H
De
H
H
H
H
H
H
H
C
R
H
H
H
H
R
R
H
H
H
H
H
H
R
R
H
H
H
H
C
H
R
H
H
De
H
H
H
H
H
H
H
H
H
H
H
H
H
C
C
H
Rr
Rr
Rr
C
H
H
C
Dc
C
H
H
H
Rr
Rr
H
De
Rr
Te
R
Mne
Te
R
H
Te
R
R
R
R
R
C
R
R
H
R
H
H
H
Te
R
H
H
H
H
H
H
H
H
H
R
R
R
R
De
H
H
H
C
R
R
R
H
H
R
R
R
R
R
R
R
R
R
R
R
CpuM
RiM
TeM
R
R
R
Te
R
R
Te
R
De
H
H
H
H
H
H
H
R
R
Me
H
H
H
H
H
H
R
H
M3f
H
H
H
H
R
H
M3f
H
H
H
H
H
H
R
H
M3f
H
H
H
H
R
H
M3f
De
H
H
H
H
R
R
Te
R
Te
R
CpuM
RiM
TeM
CpuM
RiM
TeM
Te
Dc
R
R
R
Te
Ri
Dc
Te
Ri
Dc
R
Te
Ri
Dc
R
P
R
R
CpuM
TeM
P
P
CpuM
RiM
TeM
De
H
H
H
H
H
H
H
R
Di
H
R
R
H
CpuM
RiM
TeM
CpuM
RiM
TeM
P
CpuM
RiM
TeM
H
H
H
R
H
R
C
R
H
H
De
H
H
R
R
R
R
R
R
R
R
R
H
R
H
H
R
H
R
R
R
R
H
H
H
H
H
R
R
R
R
De
H
H
Di
Me
Te
R
R
H
H
H
H
H
H
R
R
R
R
R
H
R
R
R
R
R
De
R
R
R
R
H
R
R
R
H
H
M3i
H
R
H
H
H
H
H
H
H
H
H
CpuM
RiM
TeM
H
Te
R
R
Te
R
H
H
CpuM
RiM
TeM
H
M3i
H
De
H
H
H
H
C
R
M3i
H
H
H
H
H
H
R
H
M3i
H
R
H
H
H
H
H
H
H
H
H
H
R
H
H
M3i
De
Di
R
R
R
R
R
R
R
Me
Te
R
R
C
H
R
H
Me
Dc
R
Di
R
Di
R
C
R
C
Me
R
R
C
R
C
R
C
H
R
R
R
R
H
R
R
R
C
H
H
H
H
H
H
H
R
R
R
R
De
H
H
H
H
H
H
H
H
R
R
H
R
R
R
R
R
H
H
H
H
C
H
R
R
H
H
H
H
C
H
R
R
De
R
R
C
CpuM
RiM
TeM
R
R
R
R
R
R
R
R
R
CpuM
RiM
TeM
R
H
R
R
C
R
R
R
R
R
De
H
H
H
H
H
H
H
R
H
R
C
R
R
M3i
H
R
R
C
C
H
H
H
Te
R
R
H
H
R
R
H
M3i
H
R
C
De
R
Te
R
R
Te
Ri
Dc
Te
Ri
Dc
R
Te
R
Te
Ri
Dc
Te
Ri
Dc
Rr
Rr
H
H
H
R
R
C
R
R
R
R
De
H
H
H
H
H
R
R
R
R
H
Te
R
H
H
H
C
R
H
H
H
H
R
R
R
R
R
H
H
H
R
Te
R
R
R
De
H
H
R
H
H
H
H
C
R
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
H
H
R
R
H
R
H
De
R
H
H
H
H
H
H
H
H
R
R
Me
R
R
R
R
R
R
R
H
R
R
R
R
R
R
R
R
H
H
H
H
H
R
R
R
C
R
H
H
R
R
R
R
De
Te
R
H
H
Te
R
H
R
R
R
H
M3i
H
R
Te
Ri
H
H
H
H
H
H
H
H
R
R
H
H
H
Te
Ri
R
H
De
Te
R
H
H
H
R
H
H
H
R
R
H
H
H
H
H
H
H
H
H
H
R
H
H
H
H
R
R
De
R
R
R
R
H
R
R
R
R
R
H
H
R
R
H
H
H
H
H
H
R
R
R
R
R
R
De
H
H
H
H
H
H
R
R
H
R
R
R
H
H
H
H
H
H
H
H
H
H
H
H
H
H
R
R
R
R
H
De
H
H
H
H
H
C
H
H
H
H
H
Rr
C
H
H
H
H
H
H
H
H
Rr
C
Rr
C
De
R
C
R
R
R
CpuM
RiM
TeM
P
R
CpuM
RiM
TeM
C
R
R
H
R
R
R
R
H
Di
Di
Di
Di
H
De
H
R
H
H
C
Mne
R
C
R
R
H
C
C
C
C
C
R
H
H
H
H
H
H
H
R
R
R
H
H
H
De
H
H
R
H
H
H
R
Di
Me
H
H
H
H
H
H
H
H
H
M3f
H
H
H
H
H
M3f
H
H
H
H
H
H
H
H
M3f
H
H
H
H
R
H
M3f
De
H
R
H
H
R
R
R
R
R
R
R
CpuM
RiM
TeM
R
H
H
H
H
H
H
H
R
R
R
R
R
R
R
R
R
De
H
H
H
H
H
H
H
H
C
H
H
H
R
H
Dc
H
H
H
H
H
H
H
H
H
H
H
H
C
H
De
H
R
R
R
H
H
H
H
H
H
H
R
R
R
Rr
R
H
H
H
H
H
H
H
H
R
R
R
De
R
R
C
C
H
C
H
H
H
H
Te
R
Te
Ri
Dc
R
C
Ri
Dc
R
Te
R
R
R
De
H
H
H
H
H
H
H
H
H
H
H
H
H
R
Dc
R
R
H
H
R
R
R
R
R
R
R
De
H
H
H
H
H
H
H
R
H
M3f
H
H
H
R
R
M3f
H
H
H
H
H
H
H
H
R
R
M3f
H
H
R
R
M3f
De
H
H
H
H
R
R
R
R
R
H
H
R
P
R
R
R
H
H
H
H
H
H
R
R
R
H
R
R
R
R
R
De
Ed
Ed
R
R
R
H
H
H
H
R
R
R
H
H
R
R
R
H
H
H
H
H
Te
R
R
R
R
R
H
H
R
R
R
Te
R
H
De
Ed
R
H
R
R
R
R
R
H
R
R
R
R
R
R
R
Te
R
Te
R
R
R
R
R
R
De
H
H
H
H
H
H
R
R
H
H
R
R
R
R
H
H
H
H
H
H
H
H
H
R
Te
R
R
R
R
R
Te
R
R
De
H
H
C
C
H
H
H
H
H
H
H
Dc
Me
R
Te
R
R
H
H
R
R
R
R
R
H
R
R
R
R
R
H
H
H
H
H
H
H
R
R
R
C
H
H
R
R
R
De
R
R
H
H
H
R
C
R
R
R
H
H
R
R
R
R
R
R
R
H
H
H
H
H
H
R
R
Te
R
R
R
R
R
R
De
R
H
H
H
R
H
R
R
R
H
H
H
H
H
H
H
H
H
H
R
R
R
R
H
R
R
R
De
H
Te
R
R
R
R
R
R
R
H
H
H
H
H
R
R
R
H
Te
R
De
H
H
H
H
R
H
R
R
R
R
R
R
R
H
H
H
H
H
H
R
R
R
R
R
De
R
Im
Cp
R
R
H
H
R
R
R
R
Te
R
Im
Cp
R
R
R
Rr
Te
R
H
H
H
H
H
H
R
Te
R
Ri
Im
R
De
R
R
H
R
R
R
R
R
H
H
R
R
R
H
H
H
H
H
H
H
H
H
R
R
R
H
H
H
H
H
R
De
H
H
H
H
H
R
H
H
R
R
R
H
H
H
H
H
H
H
H
H
H
H
R
R
H
H
H
De
R
R
C
R
R
R
R
R
CpuM
RiM
TeM
R
H
H
H
H
H
H
R
De
Ed
H
H
H
H
H
H
H
R
H
H
M3i
R
H
H
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
R
M3i
H
De
H
H
H
H
H
R
H
R
R
H
R
R
R
R
H
H
H
H
H
H
H
CpuM
RiM
TeM
Rr
Te
R
R
H
H
H
Te
Dc
R
H
H
De
Ed
Te
R
C
CpuM
RiM
TeM
Te
R
H
R
Te
R
R
H
H
H
R
H
R
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
R
R
H
De
M3i
H
R
H
H
H
H
H
H
H
H
H
H
R
H
M3i
H
R
H
H
H
H
H
H
H
H
H
H
R
M3i
H
M3i
De
R
R
R
R
R
R
R
R
R
R
R
R
R
H
H
H
H
H
H
H
H
R
R
De
Ed
Ed
Ed
Ed
H
R
C
R
R
H
H
R
R
R
R
R
R
R
H
H
H
H
H
H
H
R
R
R
R
C
R
De
C
H
H
H
H
H
H
H
H
H
R
C
R
C
Me
Ed
Ed
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
H
H
R
Te
R
R
H
H
H
H
H
H
H
H
H
H
Te
R
H
De
Ed
Ed
R
C
Di
Di
Me
R
R
Te
R
Te
R
Te
R
Te
Ri
Dc
Te
Ri
Dc
Te
R
R
Te
R
R
R
R
R
H
H
H
H
H
H
R
R
De
Dc
R
C
R
C
Te
Dc
Dc
R
Te
Ri
Dc
Te
Ri
Te
Ri
Te
Ri
Dc
Rr
Rr
R
C
R
Te
R
Dc
Dc
Dc
Dc
Dc
R
Dc
Te
Dc
Dc
R
C
R
De
Di
Di
Di
C
R
Di
Di
C
R
R
R
R
H
H
H
H
H
H
H
H
R
R
De
C
H
H
H
Te
R
Te
Dc
R
C
R
H
H
H
H
R
R
R
R
C
R
C
R
R
R
R
Te
R
R
C
R
H
C
C
C
R
De
R
R
R
C
R
R
R
R
R
R
R
H
R
H
H
H
H
H
H
R
R
R
H
R
R
R
De
H
R
R
R
H
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
H
Te
R
Te
R
R
R
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
R
H
R
H
H
H
H
R
C
R
De
H
H
H
R
R
H
H
R
R
R
R
H
H
H
H
H
H
R
H
H
H
Te
R
C
R
C
De
H
H
R
CpuM
RiM
TeM
P
CpuM
RiM
TeM
R
H
R
Te
Dc
R
R
CpuM
RiM
TeM
P
CpuM
TeM
CpuM
RiM
TeM
P
P
R
CpuM
RiM
TeM
CpuM
RiM
TeM
P
R
R
R
R
De
H
H
H
H
H
H
H
H
H
H
H
H
R
R
H
H
H
H
H
R
R
H
H
H
H
H
R
R
C
De
R
H
R
R
R
R
H
R
R
CpuM
RiM
TeM
R
R
R
H
Di
Di
H
H
H
R
De
Rr
R
H
Di
Di
Di
Di
H
R
R
R
R
R
R
R
R
R
C
R
R
C
Dc
R
R
C
R
C
R
R
C
De
R
CpuM
RiM
TeM
CpuM
RiM
TeM
R
R
C
R
H
R
R
R
Im
Im
Im
Im
R
De
H
H
H
H
H
H
H
R
R
H
H
H
H
R
R
H
H
H
H
H
H
R
R
H
H
H
H
H
Te
R
R
M3i
H
H
De
H
H
H
H
H
H
H
R
H
M3f
H
H
H
R
H
M3f
H
H
H
H
H
H
H
H
M3f
H
H
H
H
C
H
M3f
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
C
H
H
H
H
H
H
De
H
H
H
H
H
H
H
H
M3f
H
M3f
H
R
H
H
H
H
H
H
H
H
H
H
H
H
H
H
M3f
H
H
H
R
R
M3f
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
C
M3i
De
H
H
H
H
H
H
H
H
M3f
H
H
H
H
H
H
M3f
H
H
H
H
H
H
H
H
H
R
H
H
H
R
M3f
De
H
H
H
H
H
H
H
H
H
M3i
M3i
R
H
H
H
H
H
H
H
H
H
H
H
R
R
M3i
H
H
H
H
H
H
De
R
H
H
H
R
R
H
H
H
R
H
H
H
R
R
H
H
H
H
H
R
R
R
R
C
H
H
H
H
R
R
M3i
De
H
R
H
H
Di
R
R
R
H
R
R
R
Di
R
R
R
Te
R
H
H
R
R
R
R
H
De
R
C
R
H
R
R
R
C
R
H
C
C
H
R
H
Te
R
C
Te
R
H
H
H
H
H
H
H
R
Te
R
C
R
R
H
H
R
R
CpuM
RiM
TeM
R
De
M3i
C
R
R
R
R
Di
Di
Di
R
Di
Di
R
R
R
R
R
R
R
R
Di
H
H
Te
R
H
R
R
Di
Di
R
R
De
H
H
H
R
Te
R
H
H
R
R
H
H
C
H
H
H
H
H
H
C
H
H
H
H
C
H
H
H
De
R
C
R
H
R
C
Me
H
Di
Di
Di
Di
H
H
Te
R
R
Di
H
Te
R
R
R
R
R
R
Te
R
Di
Im
Cp
Te
Dc
Te
Dc
Te
Dc
M3i
R
Rr
Te
De
H
H
H
H
H
H
H
Te
R
H
M3i
H
H
H
Te
R
H
H
H
H
H
H
H
H
H
H
R
H
M3i
H
H
R
H
M3i
De
R
Di
Di
Di
H
R
H
H
Di
H
R
R
R
H
H
H
H
H
H
H
H
R
De
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
De
C
H
H
C
H
H
H
H
H
H
H
H
H
H
H
H
H
C
C
H
H
H
H
Dc
De
R
R
R
H
H
H
H
H
H
R
H
R
De
Rr
Rr
Rr
Rr
Rr
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
De
C
R
C
C
Dc
H
C
H
H
H
H
H
Rr
R
C
H
C
De
R
R
R
R
P
R
R
Te
R
Te
R
Te
R
R
CpuM
RiM
TeM
R
R
R
H
H
H
H
H
H
R
R
R
R
R
R
Te
R
R
De
Ed
H
H
H
H
H
H
R
H
H
H
H
H
H
H
H
H
H
H
H
H
H
H
R
H
M3i
H
H
R
R
M3i
De
H
R
R
R
R
R
R
R
R
H
R
C
R
C
H
H
R
H
C
H
H
R
R
M3i
C
R
C
R
R
M3i
De
Te
R
R
H
H
R
R
R
H
H
R
R
